Date Time, Water Level, Sigma, I, L 
2023-09-30 10:00,0.989,0.021,0,0
2023-09-30 11:00,1.491,0.034,0,0
2023-09-30 12:00,1.829,0.038,0,0
2023-09-30 13:00,2.055,0.062,0,0
2023-09-30 14:00,2.144,0.076,0,0
2023-09-30 15:00,1.916,0.136,0,0
2023-09-30 16:00,1.515,0.166,0,0
2023-09-30 17:00,0.985,0.039,0,0
2023-09-30 18:00,0.605,0.068,0,0
2023-09-30 19:00,0.277,0.059,0,0
2023-09-30 20:00,0.106,0.031,0,0
2023-09-30 21:00,0.3,0.088,0,0
2023-09-30 22:00,0.765,0.081,0,0
2023-09-30 23:00,1.244,0.039,0,0
2023-10-01 00:00,1.601,0.049,0,0
2023-10-01 01:00,1.829,0.046,0,0
2023-10-01 02:00,1.949,0.045,0,0
2023-10-01 03:00,1.82,0.047,0,0
2023-10-01 04:00,1.442,0.018,0,0
2023-10-01 05:00,1.01,0.008,0,0
2023-10-01 06:00,0.652,0.008,0,0
2023-10-01 07:00,0.385,0.007,0,0
2023-10-01 08:00,0.179,0.017,0,0
2023-10-01 09:00,0.235,0.028,0,0
2023-10-01 10:00,0.704,0.019,0,0
2023-10-01 11:00,1.275,0.034,0,0
2023-10-01 12:00,1.732,0.054,0,0
2023-10-01 13:00,1.984,0.038,0,0
2023-10-01 14:00,2.149,0.071,0,0
2023-10-01 15:00,2.162,0.214,0,0
2023-10-01 16:00,1.838,0.125,0,0
2023-10-01 17:00,1.355,0.075,0,0
2023-10-01 18:00,0.929,0.066,0,0
2023-10-01 19:00,0.615,0.082,0,0
2023-10-01 20:00,0.369,0.066,0,0
2023-10-01 21:00,0.24,0.044,0,0
2023-10-01 22:00,0.453,0.068,0,0
2023-10-01 23:00,0.86,0.055,0,0
2023-10-02 00:00,1.312,0.065,0,0
2023-10-02 01:00,1.619,0.087,0,0
2023-10-02 02:00,1.821,0.049,0,0
2023-10-02 03:00,1.856,0.02,0,0
2023-10-02 04:00,1.642,0.016,0,0
2023-10-02 05:00,1.283,0.035,0,0
2023-10-02 06:00,0.828,0.037,0,0
2023-10-02 07:00,0.504,0.02,0,0
2023-10-02 08:00,0.253,0.018,0,0
2023-10-02 09:00,0.127,0.016,0,0
2023-10-02 10:00,0.285,0.021,0,0
2023-10-02 11:00,0.773,0.108,0,0
2023-10-02 12:00,1.286,0.083,0,0
2023-10-02 13:00,1.631,0.098,0,0
2023-10-02 14:00,1.836,0.069,0,0
2023-10-02 15:00,1.97,0.056,0,0
2023-10-02 16:00,1.93,0.044,0,0
2023-10-02 17:00,1.62,0.106,0,0
2023-10-02 18:00,1.169,0.038,0,0
2023-10-02 19:00,0.748,0.059,0,0
2023-10-02 20:00,0.455,0.048,0,0
2023-10-02 21:00,0.23,0.076,0,0
2023-10-02 22:00,0.251,0.097,0,0
2023-10-02 23:00,0.579,0.092,0,0
2023-10-03 00:00,0.994,0.039,0,0
2023-10-03 01:00,1.334,0.06,0,0
2023-10-03 02:00,1.509,0.053,0,0
2023-10-03 03:00,1.651,0.044,0,0
2023-10-03 04:00,1.688,0.016,0,0
2023-10-03 05:00,1.51,0.029,0,0
2023-10-03 06:00,1.186,0.063,0,0
2023-10-03 07:00,0.795,0.052,0,0
2023-10-03 08:00,0.487,0.03,0,0
2023-10-03 09:00,0.297,0.023,0,0
2023-10-03 10:00,0.274,0.013,0,0
2023-10-03 11:00,0.533,0.038,0,0
2023-10-03 12:00,0.952,0.052,0,0
2023-10-03 13:00,1.376,0.072,0,0
2023-10-03 14:00,1.655,0.064,0,0
2023-10-03 15:00,1.846,0.065,0,0
2023-10-03 16:00,1.95,0.061,0,0
2023-10-03 17:00,1.773,0.129,0,0
2023-10-03 18:00,1.436,0.061,0,0
2023-10-03 19:00,1.029,0.074,0,0
2023-10-03 20:00,0.718,0.077,0,0
2023-10-03 21:00,0.49,0.128,0,0
2023-10-03 22:00,0.352,0.109,0,0
2023-10-03 23:00,0.388,0.086,0,0
2023-10-04 00:00,0.643,0.036,0,0
2023-10-04 01:00,0.937,0.025,0,0
2023-10-04 02:00,1.235,0.076,0,0
2023-10-04 03:00,1.373,0.078,0,0
2023-10-04 04:00,1.499,0.028,0,0
2023-10-04 05:00,1.513,0.023,0,0
2023-10-04 06:00,1.321,0.023,0,0
2023-10-04 07:00,1.05,0.019,0,0
2023-10-04 08:00,0.711,0.042,0,0
2023-10-04 09:00,0.468,0.029,0,0
2023-10-04 10:00,0.328,0.016,0,0
2023-10-04 11:00,0.371,0.077,0,0
2023-10-04 12:00,0.656,0.053,0,0
2023-10-04 13:00,1.032,0.077,0,0
2023-10-04 14:00,1.379,0.074,0,0
2023-10-04 15:00,1.577,0.093,0,0
2023-10-04 16:00,1.695,0.057,0,0
2023-10-04 17:00,1.71,0.076,0,0
2023-10-04 18:00,1.521,0.063,0,0
2023-10-04 19:00,1.247,0.075,0,0
2023-10-04 20:00,0.924,0.113,0,0
2023-10-04 21:00,0.686,0.082,0,0
2023-10-04 22:00,0.51,0.077,0,0
2023-10-04 23:00,0.405,0.066,0,0
2023-10-05 00:00,0.495,0.046,0,0
2023-10-05 01:00,0.732,0.021,0,0
2023-10-05 02:00,0.988,0.048,0,0
2023-10-05 03:00,1.194,0.04,0,0
2023-10-05 04:00,1.381,0.044,0,0
2023-10-05 05:00,1.513,0.027,0,0
2023-10-05 06:00,1.485,0.026,0,0
2023-10-05 07:00,1.322,0.022,0,0
2023-10-05 08:00,1.044,0.032,0,0
2023-10-05 09:00,0.749,0.029,0,0
2023-10-05 10:00,0.589,0.028,0,0
2023-10-05 11:00,0.526,0.046,0,0
2023-10-05 12:00,0.578,0.085,0,0
2023-10-05 13:00,0.796,0.084,0,0
2023-10-05 14:00,1.082,0.046,0,0
2023-10-05 15:00,1.383,0.081,0,0
2023-10-05 16:00,1.541,0.094,0,0
2023-10-05 17:00,1.634,0.076,0,0
2023-10-05 18:00,1.665,0.048,0,0
2023-10-05 19:00,1.502,0.069,0,0
2023-10-05 20:00,1.271,0.109,0,0
2023-10-05 21:00,0.986,0.131,0,0
2023-10-05 22:00,0.777,0.091,0,0
2023-10-05 23:00,0.613,0.102,0,0
2023-10-06 00:00,0.518,0.089,0,0
2023-10-06 01:00,0.577,0.034,0,0
2023-10-06 02:00,0.74,0.066,0,0
2023-10-06 03:00,0.943,0.028,0,0
2023-10-06 04:00,1.181,0.022,0,0
2023-10-06 05:00,1.393,0.016,0,0
2023-10-06 06:00,1.508,0.031,0,0
2023-10-06 07:00,1.408,0.022,0,0
2023-10-06 08:00,1.256,0.018,0,0
2023-10-06 09:00,1.041,0.021,0,0
2023-10-06 10:00,0.868,0.027,0,0
2023-10-06 11:00,0.735,0.042,0,0
2023-10-06 12:00,0.695,0.041,0,0
2023-10-06 13:00,0.733,0.078,0,0
2023-10-06 14:00,0.923,0.079,0,0
2023-10-06 15:00,1.144,0.145,0,0
2023-10-06 16:00,1.356,0.081,0,0
2023-10-06 17:00,1.542,0.107,0,0
2023-10-06 18:00,1.653,0.074,0,0
2023-10-06 19:00,1.649,0.072,0,0
2023-10-06 20:00,1.505,0.068,0,0
2023-10-06 21:00,1.275,0.078,0,0
2023-10-06 22:00,1.03,0.094,0,0
2023-10-06 23:00,0.864,0.085,0,0
2023-10-07 00:00,0.767,0.052,0,0
2023-10-07 01:00,0.683,0.05,0,0
2023-10-07 02:00,0.662,0.048,0,0
2023-10-07 03:00,0.782,0.024,0,0
2023-10-07 04:00,0.972,0.025,0,0
2023-10-07 05:00,1.265,0.045,0,0
2023-10-07 06:00,1.467,0.051,0,0
2023-10-07 07:00,1.553,0.029,0,0
2023-10-07 08:00,1.477,0.04,0,0
2023-10-07 09:00,1.37,0.034,0,0
2023-10-07 10:00,1.181,0.051,0,0
2023-10-07 11:00,1.043,0.023,0,0
2023-10-07 12:00,0.947,0.051,0,0
2023-10-07 13:00,0.869,0.082,0,0
2023-10-07 14:00,0.878,0.057,0,0
2023-10-07 15:00,1.048,0.055,0,0
2023-10-07 16:00,1.258,0.067,0,0
2023-10-07 17:00,1.491,0.09,0,0
2023-10-07 18:00,1.643,0.119,0,0
2023-10-07 19:00,1.679,0.07,0,0
2023-10-07 20:00,1.636,0.069,0,0
2023-10-07 21:00,1.493,0.102,0,0
2023-10-07 22:00,1.308,0.087,0,0
2023-10-07 23:00,1.018,0.058,0,0
2023-10-08 00:00,0.848,0.056,0,0
2023-10-08 01:00,0.812,0.032,0,0
2023-10-08 02:00,0.71,0.065,0,0
2023-10-08 03:00,0.648,0.015,0,0
2023-10-08 04:00,0.628,0.012,0,0
2023-10-08 05:00,0.847,0.013,0,0
2023-10-08 06:00,1.113,0.018,0,0
2023-10-08 07:00,1.358,0.052,0,0
2023-10-08 08:00,1.377,0.031,0,0
2023-10-08 09:00,1.336,0.077,0,0
2023-10-08 10:00,1.252,0.076,0,0
2023-10-08 11:00,1.052,0.051,0,0
2023-10-08 12:00,0.866,0.147,0,0
2023-10-08 13:00,0.739,0.079,0,0
2023-10-08 14:00,0.704,0.048,0,0
2023-10-08 15:00,0.736,0.069,0,0
2023-10-08 16:00,0.845,0.053,0,0
2023-10-08 17:00,1.019,0.054,0,0
2023-10-08 18:00,1.228,0.055,0,0
2023-10-08 19:00,1.374,0.114,0,0
2023-10-08 20:00,1.443,0.109,0,0
2023-10-08 21:00,1.483,0.082,0,0
2023-10-08 22:00,1.415,0.087,0,0
2023-10-08 23:00,1.274,0.048,0,0
2023-10-09 00:00,1.056,0.033,0,0
2023-10-09 01:00,0.784,0.036,0,0
2023-10-09 02:00,0.56,0.028,0,0
2023-10-09 03:00,0.408,0.028,0,0
2023-10-09 04:00,0.444,0.028,0,0
2023-10-09 05:00,0.623,0.043,0,0
2023-10-09 06:00,0.91,0.012,0,0
2023-10-09 07:00,1.166,0.012,0,0
2023-10-09 08:00,1.315,0.028,0,0
2023-10-09 09:00,1.336,0.026,0,0
2023-10-09 10:00,1.288,0.038,0,0
2023-10-09 11:00,1.229,0.04,0,0
2023-10-09 12:00,1.107,0.04,0,0
2023-10-09 13:00,0.957,0.092,0,0
2023-10-09 14:00,0.807,0.033,0,0
2023-10-09 15:00,0.682,0.058,0,0
2023-10-09 16:00,0.629,0.046,0,0
2023-10-09 17:00,0.774,0.033,0,0
2023-10-09 18:00,1.007,0.031,0,0
2023-10-09 19:00,1.32,0.06,0,0
2023-10-09 20:00,1.497,0.106,0,0
2023-10-09 21:00,1.52,0.064,0,0
2023-10-09 22:00,1.49,0.083,0,0
2023-10-09 23:00,1.411,0.057,0,0
2023-10-10 00:00,1.254,0.045,0,0
2023-10-10 01:00,1.012,0.074,0,0
2023-10-10 02:00,0.762,0.042,0,0
2023-10-10 03:00,0.518,0.022,0,0
2023-10-10 04:00,0.423,0.031,0,0
2023-10-10 05:00,0.498,0.061,0,0
2023-10-10 06:00,0.805,0.024,0,0
2023-10-10 07:00,1.086,0.012,0,0
2023-10-10 08:00,1.259,0.027,0,0
2023-10-10 09:00,1.427,0.034,0,0
2023-10-10 10:00,1.558,0.047,0,0
2023-10-10 11:00,1.592,0.061,0,0
2023-10-10 12:00,1.407,0.067,0,0
2023-10-10 13:00,1.188,0.069,0,0
2023-10-10 14:00,0.865,0.049,0,0
2023-10-10 15:00,0.714,0.046,0,0
2023-10-10 16:00,0.68,0.05,0,0
2023-10-10 17:00,0.706,0.032,0,0
2023-10-10 18:00,0.852,0.047,0,0
2023-10-10 19:00,1.119,0.065,0,0
2023-10-10 20:00,1.429,0.077,0,0
2023-10-10 21:00,1.579,0.065,0,0
2023-10-10 22:00,1.612,0.068,0,0
2023-10-10 23:00,1.601,0.136,0,0
2023-10-11 00:00,1.475,0.044,0,0
2023-10-11 01:00,1.279,0.04,0,0
2023-10-11 02:00,0.964,0.054,0,0
2023-10-11 03:00,0.665,0.03,0,0
2023-10-11 04:00,0.471,0.013,0,0
2023-10-11 05:00,0.41,0.019,0,0
2023-10-11 06:00,0.587,0.008,0,0
2023-10-11 07:00,0.887,0.009,0,0
2023-10-11 08:00,1.175,0.009,0,0
2023-10-11 09:00,1.418,0.018,0,0
2023-10-11 10:00,1.569,0.022,0,0
2023-10-11 11:00,1.642,0.055,0,0
2023-10-11 12:00,1.575,0.077,0,0
2023-10-11 13:00,1.361,0.069,0,0
2023-10-11 14:00,1.082,0.084,0,0
2023-10-11 15:00,0.835,0.045,0,0
2023-10-11 16:00,0.656,0.117,0,0
2023-10-11 17:00,0.543,0.028,0,0
2023-10-11 18:00,0.592,0.054,0,0
2023-10-11 19:00,0.862,0.026,0,0
2023-10-11 20:00,1.192,0.053,0,0
2023-10-11 21:00,1.518,0.085,0,0
2023-10-11 22:00,1.678,0.103,0,0
2023-10-11 23:00,1.741,0.111,0,0
2023-10-12 00:00,1.684,0.051,0,0
2023-10-12 01:00,1.478,0.028,0,0
2023-10-12 02:00,1.162,0.043,0,0
2023-10-12 03:00,0.808,0.025,0,0
2023-10-12 04:00,0.592,0.031,0,0
2023-10-12 05:00,0.473,0.029,0,0
2023-10-12 06:00,0.463,0.016,0,0
2023-10-12 07:00,0.636,0.032,0,0
2023-10-12 08:00,0.918,0.017,0,0
2023-10-12 09:00,1.31,0.013,0,0
2023-10-12 10:00,1.58,0.046,0,0
2023-10-12 11:00,1.744,0.079,0,0
2023-10-12 12:00,1.733,0.08,0,0
2023-10-12 13:00,1.576,0.067,0,0
2023-10-12 14:00,1.293,0.117,0,0
2023-10-12 15:00,0.969,0.066,0,0
2023-10-12 16:00,0.74,0.047,0,0
2023-10-12 17:00,0.557,0.055,0,0
2023-10-12 18:00,0.468,0.042,0,0
2023-10-12 19:00,0.615,0.073,0,0
2023-10-12 20:00,0.967,0.055,0,0
2023-10-12 21:00,1.348,0.097,0,0
2023-10-12 22:00,1.583,0.118,0,0
2023-10-12 23:00,1.703,0.106,0,0
2023-10-13 00:00,1.729,0.05,0,0
2023-10-13 01:00,1.635,0.055,0,0
2023-10-13 02:00,1.342,0.036,0,0
2023-10-13 03:00,0.959,0.069,0,0
2023-10-13 04:00,0.616,0.026,0,0
2023-10-13 05:00,0.436,0.015,0,0
2023-10-13 06:00,0.367,0.016,0,0
2023-10-13 07:00,0.47,0.017,0,0
2023-10-13 08:00,0.775,0.02,0,0
2023-10-13 09:00,1.147,0.015,0,0
2023-10-13 10:00,1.463,0.038,0,0
2023-10-13 11:00,1.641,0.129,0,0
2023-10-13 12:00,1.723,0.114,0,0
2023-10-13 13:00,1.733,0.074,0,0
2023-10-13 14:00,1.518,0.052,0,0
2023-10-13 15:00,1.242,0.063,0,0
2023-10-13 16:00,0.875,0.049,0,0
2023-10-13 17:00,0.634,0.069,0,0
2023-10-13 18:00,0.414,0.04,0,0
2023-10-13 19:00,0.381,0.065,0,0
2023-10-13 20:00,0.658,0.028,0,0
2023-10-13 21:00,1.059,0.126,0,0
2023-10-13 22:00,1.431,0.114,0,0
2023-10-13 23:00,1.603,0.088,0,0
2023-10-14 00:00,1.683,0.049,0,0
2023-10-14 01:00,1.647,0.039,0,0
2023-10-14 02:00,1.458,0.051,0,0
2023-10-14 03:00,1.14,0.037,0,0
2023-10-14 04:00,0.804,0.031,0,0
2023-10-14 05:00,0.557,0.043,0,0
2023-10-14 06:00,0.401,0.048,0,0
2023-10-14 07:00,0.376,0.011,0,0
2023-10-14 08:00,0.616,0.013,0,0
2023-10-14 09:00,1.019,0.016,0,0
2023-10-14 10:00,1.411,0.025,0,0
2023-10-14 11:00,1.645,0.038,0,0
2023-10-14 12:00,1.806,0.053,0,0
2023-10-14 13:00,1.911,0.048,0,0
2023-10-14 14:00,1.775,0.089,0,0
2023-10-14 15:00,1.482,0.122,0,0
2023-10-14 16:00,1.054,0.099,0,0
2023-10-14 17:00,0.74,0.057,0,0
2023-10-14 18:00,0.523,0.058,0,0
2023-10-14 19:00,0.385,0.04,0,0
2023-10-14 20:00,0.463,0.033,0,0
2023-10-14 21:00,0.852,0.051,0,0
2023-10-14 22:00,1.296,0.065,0,0
2023-10-14 23:00,1.635,0.063,0,0
2023-10-15 00:00,1.787,0.041,0,0
2023-10-15 01:00,1.882,0.041,0,0
2023-10-15 02:00,1.803,0.048,0,0
2023-10-15 03:00,1.523,0.045,0,0
2023-10-15 04:00,1.201,0.031,0,0
2023-10-15 05:00,0.914,0.027,0,0
2023-10-15 06:00,0.696,0.018,0,0
2023-10-15 07:00,0.506,0.016,0,0
2023-10-15 08:00,0.571,0.02,0,0
2023-10-15 09:00,0.93,0.019,0,0
2023-10-15 10:00,1.406,0.027,0,0
2023-10-15 11:00,1.73,0.031,0,0
2023-10-15 12:00,1.882,0.081,0,0
2023-10-15 13:00,1.943,0.084,0,0
2023-10-15 14:00,1.963,0.082,0,0
2023-10-15 15:00,1.775,0.134,0,0
2023-10-15 16:00,1.44,0.102,0,0
2023-10-15 17:00,1.027,0.055,0,0
2023-10-15 18:00,0.737,0.05,0,0
2023-10-15 19:00,0.524,0.056,0,0
2023-10-15 20:00,0.46,0.076,0,0
2023-10-15 21:00,0.686,0.035,0,0
2023-10-15 22:00,1.073,0.054,0,0
2023-10-15 23:00,1.445,0.054,0,0
2023-10-16 00:00,1.681,0.105,0,0
2023-10-16 01:00,1.785,0.062,0,0
2023-10-16 02:00,1.753,0.061,0,0
2023-10-16 03:00,1.572,0.035,0,0
2023-10-16 04:00,1.288,0.028,0,0
2023-10-16 05:00,0.973,0.037,0,0
2023-10-16 06:00,0.724,0.016,0,0
2023-10-16 07:00,0.526,0.015,0,0
2023-10-16 08:00,0.391,0.021,0,0
2023-10-16 09:00,0.525,0.022,0,0
2023-10-16 10:00,0.969,0.023,0,0
2023-10-16 11:00,1.399,0.068,0,0
2023-10-16 12:00,1.711,0.055,0,0
2023-10-16 13:00,1.866,0.077,0,0
2023-10-16 14:00,1.949,0.079,0,0
2023-10-16 15:00,1.868,0.062,0,0
2023-10-16 16:00,1.574,0.127,0,0
2023-10-16 17:00,1.183,0.075,0,0
2023-10-16 18:00,0.809,0.072,0,0
2023-10-16 19:00,0.561,0.055,0,0
2023-10-16 20:00,0.404,0.072,0,0
2023-10-16 21:00,0.443,0.063,0,0
2023-10-16 22:00,0.745,0.054,0,0
2023-10-16 23:00,1.166,0.087,0,0
2023-10-17 00:00,1.503,0.065,0,0
2023-10-17 01:00,1.63,0.043,0,0
2023-10-17 02:00,1.706,0.04,0,0
2023-10-17 03:00,1.65,0.06,0,0
2023-10-17 04:00,1.405,0.013,0,0
2023-10-17 05:00,1.112,0.024,0,0
2023-10-17 06:00,0.822,0.016,0,0
2023-10-17 07:00,0.62,0.025,0,0
2023-10-17 08:00,0.455,0.035,0,0
2023-10-17 09:00,0.48,0.017,0,0
2023-10-17 10:00,0.821,0.02,0,0
2023-10-17 11:00,1.225,0.054,0,0
2023-10-17 12:00,1.577,0.071,0,0
2023-10-17 13:00,1.787,0.087,0,0
2023-10-17 14:00,1.927,0.083,0,0
2023-10-17 15:00,1.966,0.067,0,0
2023-10-17 16:00,1.742,0.076,0,0
2023-10-17 17:00,1.395,0.063,0,0
2023-10-17 18:00,0.954,0.034,0,0
2023-10-17 19:00,0.634,0.058,0,0
2023-10-17 20:00,0.425,0.059,0,0
2023-10-17 21:00,0.333,0.038,0,0
2023-10-17 22:00,0.499,0.174,0,0
2023-10-17 23:00,0.835,0.066,0,0
2023-10-18 00:00,1.177,0.055,0,0
2023-10-18 01:00,1.401,0.061,0,0
2023-10-18 02:00,1.514,0.045,0,0
2023-10-18 03:00,1.591,0.034,0,0
2023-10-18 04:00,1.526,0.021,0,0
2023-10-18 05:00,1.291,0.017,0,0
2023-10-18 06:00,0.982,0.019,0,0
2023-10-18 07:00,0.663,0.023,0,0
2023-10-18 08:00,0.436,0.026,0,0
2023-10-18 09:00,0.314,0.019,0,0
2023-10-18 10:00,0.494,0.026,0,0
2023-10-18 11:00,0.879,0.074,0,0
2023-10-18 12:00,1.283,0.063,0,0
2023-10-18 13:00,1.553,0.108,0,0
2023-10-18 14:00,1.688,0.108,0,0
2023-10-18 15:00,1.799,0.068,0,0
2023-10-18 16:00,1.782,0.058,0,0
2023-10-18 17:00,1.551,0.083,0,0
2023-10-18 18:00,1.176,0.038,0,0
2023-10-18 19:00,0.799,0.036,0,0
2023-10-18 20:00,0.527,0.081,0,0
2023-10-18 21:00,0.341,0.126,0,0
2023-10-18 22:00,0.309,0.088,0,0
2023-10-18 23:00,0.537,0.059,0,0
2023-10-19 00:00,0.867,0.029,0,0
2023-10-19 01:00,1.178,0.059,0,0
2023-10-19 02:00,1.364,0.046,0,0
2023-10-19 03:00,1.471,0.055,0,0
2023-10-19 04:00,1.51,0.016,0,0
2023-10-19 05:00,1.396,0.03,0,0
2023-10-19 06:00,1.163,0.022,0,0
2023-10-19 07:00,0.852,0.017,0,0
2023-10-19 08:00,0.586,0.026,0,0
2023-10-19 09:00,0.408,0.03,0,0
2023-10-19 10:00,0.364,0.017,0,0
2023-10-19 11:00,0.548,0.052,0,0
2023-10-19 12:00,0.889,0.058,0,0
2023-10-19 13:00,1.265,0.056,0,0
2023-10-19 14:00,1.527,0.08,0,0
2023-10-19 15:00,1.672,0.094,0,0
2023-10-19 16:00,1.73,0.066,0,0
2023-10-19 17:00,1.63,0.081,0,0
2023-10-19 18:00,1.347,0.054,0,0
2023-10-19 19:00,1.021,0.064,0,0
2023-10-19 20:00,0.724,0.068,0,0
2023-10-19 21:00,0.511,0.043,0,0
2023-10-19 22:00,0.378,0.089,0,0
2023-10-19 23:00,0.403,0.085,0,0
2023-10-20 00:00,0.642,0.037,0,0
2023-10-20 01:00,0.91,0.039,0,0
2023-10-20 02:00,1.139,0.058,0,0
2023-10-20 03:00,1.316,0.093,0,0
2023-10-20 04:00,1.47,0.021,0,0
2023-10-20 05:00,1.53,0.021,0,0
2023-10-20 06:00,1.36,0.018,0,0
2023-10-20 07:00,1.125,0.025,0,0
2023-10-20 08:00,0.832,0.041,0,0
2023-10-20 09:00,0.634,0.019,0,0
2023-10-20 10:00,0.56,0.03,0,0
2023-10-20 11:00,0.634,0.07,0,0
2023-10-20 12:00,0.818,0.048,0,0
2023-10-20 13:00,1.142,0.055,0,0
2023-10-20 14:00,1.497,0.071,0,0
2023-10-20 15:00,1.723,0.04,0,0
2023-10-20 16:00,1.837,0.071,0,0
2023-10-20 17:00,1.876,0.133,0,0
2023-10-20 18:00,1.786,0.056,0,0
2023-10-20 19:00,1.503,0.06,0,0
2023-10-20 20:00,1.134,0.11,0,0
2023-10-20 21:00,0.868,0.087,0,0
2023-10-20 22:00,0.666,0.083,0,0
2023-10-20 23:00,0.555,0.076,0,0
2023-10-21 00:00,0.601,0.027,0,0
2023-10-21 01:00,0.791,0.024,0,0
2023-10-21 02:00,1.006,0.034,0,0
2023-10-21 03:00,1.255,0.049,0,0
2023-10-21 04:00,1.472,0.018,0,0
2023-10-21 05:00,1.675,0.016,0,0
2023-10-21 06:00,1.732,0.018,0,0
2023-10-21 07:00,1.578,0.013,0,0
2023-10-21 08:00,1.292,0.014,0,0
2023-10-21 09:00,1.006,0.014,0,0
2023-10-21 10:00,0.855,0.017,0,0
2023-10-21 11:00,0.783,0.022,0,0
2023-10-21 12:00,0.772,0.048,0,0
2023-10-21 13:00,0.965,0.035,0,0
2023-10-21 14:00,1.2,0.076,0,0
2023-10-21 15:00,1.46,0.082,0,0
2023-10-21 16:00,1.661,0.118,0,0
2023-10-21 17:00,1.732,0.125,0,0
2023-10-21 18:00,1.758,0.052,0,0
2023-10-21 19:00,1.682,0.073,0,0
2023-10-21 20:00,1.415,0.049,0,0
2023-10-21 21:00,1.132,0.057,0,0
2023-10-21 22:00,0.805,0.081,0,0
2023-10-21 23:00,0.58,0.083,0,0
2023-10-22 00:00,0.365,0.03,0,0
2023-10-22 01:00,0.344,0.04,0,0
2023-10-22 02:00,0.389,0.035,0,0
2023-10-22 03:00,0.59,0.016,0,0
2023-10-22 04:00,0.813,0.025,0,0
2023-10-22 05:00,1.002,0.017,0,0
2023-10-22 06:00,1.158,0.016,0,0
2023-10-22 07:00,1.184,0.068,0,0
2023-10-22 08:00,1.052,0.033,0,0
2023-10-22 09:00,0.828,0.017,0,0
2023-10-22 10:00,0.636,0.011,0,0
2023-10-22 11:00,0.41,0.03,0,0
2023-10-22 12:00,0.247,0.058,0,0
2023-10-22 13:00,0.2,0.043,0,0
2023-10-22 14:00,0.296,0.043,0,0
2023-10-22 15:00,0.543,0.05,0,0
2023-10-22 16:00,0.892,0.108,0,0
2023-10-22 17:00,1.15,0.054,0,0
2023-10-22 18:00,1.325,0.065,0,0
2023-10-22 19:00,1.379,0.069,0,0
2023-10-22 20:00,1.26,0.057,0,0
2023-10-22 21:00,1.016,0.039,0,0
2023-10-22 22:00,0.711,0.096,0,0
2023-10-22 23:00,0.464,0.046,0,0
2023-10-23 00:00,0.294,0.025,0,0
2023-10-23 01:00,0.097,0.031,0,0
2023-10-23 02:00,-0.039,0.022,0,0
2023-10-23 03:00,0.052,0.016,0,0
2023-10-23 04:00,0.32,0.014,0,0
2023-10-23 05:00,0.657,0.013,0,0
2023-10-23 06:00,0.979,0.021,0,0
2023-10-23 07:00,1.169,0.022,0,0
2023-10-23 08:00,1.204,0.012,0,0
2023-10-23 09:00,1.087,0.056,0,0
2023-10-23 10:00,0.858,0.036,0,0
2023-10-23 11:00,0.618,0.079,0,0
2023-10-23 12:00,0.435,0.051,0,0
2023-10-23 13:00,0.342,0.1,0,0
2023-10-23 14:00,0.308,0.079,0,0
2023-10-23 15:00,0.436,0.029,0,0
2023-10-23 16:00,0.708,0.044,0,0
2023-10-23 17:00,1.008,0.04,0,0
2023-10-23 18:00,1.289,0.049,0,0
2023-10-23 19:00,1.517,0.082,0,0
2023-10-23 20:00,1.633,0.059,0,0
2023-10-23 21:00,1.591,0.061,0,0
2023-10-23 22:00,1.44,0.096,0,0
2023-10-23 23:00,1.155,0.088,0,0
2023-10-24 00:00,0.856,0.08,0,0
2023-10-24 01:00,0.574,0.035,0,0
2023-10-24 02:00,0.346,0.051,0,0
2023-10-24 03:00,0.303,0.028,0,0
2023-10-24 04:00,0.553,0.029,0,0
2023-10-24 05:00,0.921,0.036,0,0
2023-10-24 06:00,1.311,0.024,0,0
2023-10-24 07:00,1.553,0.032,0,0
2023-10-24 08:00,1.663,0.012,0,0
2023-10-24 09:00,1.654,0.016,0,0
2023-10-24 10:00,1.518,0.022,0,0
2023-10-24 11:00,1.322,0.055,0,0
2023-10-24 12:00,1.038,0.069,0,0
2023-10-24 13:00,0.786,0.048,0,0
2023-10-24 14:00,0.553,0.067,0,0
2023-10-24 15:00,0.381,0.057,0,0
2023-10-24 16:00,0.401,0.095,0,0
2023-10-24 17:00,0.658,0.043,0,0
2023-10-24 18:00,1.033,0.042,0,0
2023-10-24 19:00,1.416,0.089,0,0
2023-10-24 20:00,1.626,0.124,0,0
2023-10-24 21:00,1.67,0.065,0,0
2023-10-24 22:00,1.623,0.08,0,0
2023-10-24 23:00,1.403,0.079,0,0
2023-10-25 00:00,1.115,0.093,0,0
2023-10-25 01:00,0.702,0.046,0,0
2023-10-25 02:00,0.375,0.038,0,0
2023-10-25 03:00,0.132,0.035,0,0
2023-10-25 04:00,0.061,0.021,0,0
2023-10-25 05:00,0.335,0.023,0,0
2023-10-25 06:00,0.736,0.02,0,0
2023-10-25 07:00,1.14,0.023,0,0
2023-10-25 08:00,1.395,0.024,0,0
2023-10-25 09:00,1.547,0.011,0,0
2023-10-25 10:00,1.599,0.024,0,0
2023-10-25 11:00,1.43,0.058,0,0
2023-10-25 12:00,1.159,0.072,0,0
2023-10-25 13:00,0.832,0.074,0,0
2023-10-25 14:00,0.553,0.086,0,0
2023-10-25 15:00,0.275,0.071,0,0
2023-10-25 16:00,0.092,0.083,0,0
